AMOUNT;p1_Fraud;p2_Fraud;p3_Fraud;p4_Fraud;p5_Fraud;CLASS
57400;0.4900;0.7900;0.9000;0.5300;0.9900;F
638;0.0725;0.1870;0.0791;0.2290;0.0870;F
0;0.2083;0.3500;0.2273;0.2833;0.2500;G
209508.8000;0.2200;0.5200;0.6545;0.4400;0.7200;F
0;0.0917;0.2100;0.1000;0.2367;0.1100;G
;0.3820;0.4820;0.2320;0.4273;0.6820;G
128000;0.6900;0.7900;0.7900;0.5300;0.9900;F
3369;0.0992;0.2190;0.1082;0.2397;0.1190;G
;0.3740;0.4740;0.2240;0.4247;0.6740;G
5000;0.4000;0.5000;0.6364;0.4333;0.7000;F
;0.1242;0.2490;0.1355;0.2497;0.1490;G
430.4500;0.2792;0.4350;0.3045;0.3117;0.3350;G
;0.3740;0.4740;0.2240;0.4247;0.6740;G
524.2200;0.3150;0.4780;0.3436;0.3260;0.3780;G
4000;0.0075;0.1090;0.0082;0.2030;0.0090;G
1;0.2567;0.4080;0.2800;0.3027;0.3080;G
1400;0.2270;0.3270;0.4791;0.3757;0.5270;F
100;0.0967;0.2160;0.1055;0.2387;0.1160;G
200;0.0967;0.2160;0.1055;0.2387;0.1160;G
9404;0.5730;0.6730;0.4230;0.4910;0.8730;G
73583;0.1442;0.2730;0.1573;0.2577;0.1730;G
1000;0.0658;0.1790;0.0718;0.2263;0.0790;G
194244;0.0217;0.1260;0.0236;0.2087;0.0260;G
5000;0.2333;0.3800;0.2545;0.2933;0.2800;G
0;0.0942;0.2130;0.1027;0.2377;0.1130;G
4748.6000;0.0267;0.1320;0.0291;0.2107;0.0320;G
5000;0.6930;0.7930;0.5430;0.5310;0.9930;G
0;0.0617;0.1740;0.0673;0.2247;0.0740;G
1000;0.1000;0.2200;0.1091;0.2400;0.1200;G
500;0.6490;0.7490;0.4990;0.5163;0.9490;G
16;0.0375;0.1450;0.0409;0.2150;0.0450;G
5800;0.0675;0.1810;0.0736;0.2270;0.0810;G
6000;0.0950;0.2140;0.1036;0.2380;0.1140;G
6600;0.0675;0.1810;0.0736;0.2270;0.0810;G
;0.1292;0.2550;0.1409;0.2517;0.1550;G
4968;0.2767;0.4320;0.3018;0.3107;0.3320;G
4000;0.0542;0.1650;0.0591;0.2217;0.0650;G
27800;0.0075;0.1090;0.0082;0.2030;0.0090;G
19000;0.3342;0.2010;0.3645;0.3337;0.4010;G
19000;0.0833;0.2000;0.0909;0.2333;0.1000;G
4950;0.0675;0.1810;0.0736;0.2270;0.0810;G
1226.1500;0.0850;0.2020;0.0927;0.2340;0.1020;G
1000;0.2950;0.3950;0.5409;0.3983;0.5950;F
6000;0.2750;0.4300;0.3000;0.3100;0.3300;G
3900;0.1730;0.4730;0.6118;0.4243;0.6730;F
22000;0.0508;0.1610;0.0555;0.2203;0.0610;G
1100;0.2630;0.5630;0.6936;0.4543;0.7630;F
0;0.6690;0.7690;0.8809;0.9690;0.9690;U
268.1800;0.0267;0.1320;0.0291;0.2107;0.0320;G
5000;0.2767;0.4320;0.3018;0.3107;0.3320;G
45000;0.6830;0.7830;0.8936;0.9830;0.9830;F
3092;0.1442;0.2730;0.1573;0.2577;0.1730;G
14000;0.0858;0.2030;0.0936;0.2343;0.1030;G
499940;0.6900;0.7900;0.5400;0.9900;0.9900;G
24000;0.0833;0.2000;0.0909;0.2333;0.1000;G
;0.2050;0.3460;0.0460;0.2820;0.2460;G
17000;0.0867;0.2040;0.0945;0.2347;0.1040;G
9950;0.6350;0.7350;0.8500;0.5117;0.9350;F
505;0.2710;0.3710;0.5191;0.3903;0.5710;F
45000;0.6890;0.7890;0.5390;0.9890;0.9890;G
11000;0.0883;0.2060;0.0964;0.2353;0.1060;G
400;0.3010;0.6010;0.7282;0.4670;0.8010;F
35000;0.2633;0.4160;0.2873;0.3053;0.3160;G
2500;0.4270;0.7270;0.8427;0.5090;0.9270;F
78000;0.3333;0.5000;0.3636;0.3333;0.4000;G
3000;0.4910;0.7910;0.9009;0.5303;0.9910;F
23.6500;0.2710;0.3710;0.5191;0.3903;0.5710;F
;0.2950;0.4540;0.3218;0.3180;0.3540;G
5500;0.4017;0.2820;0.4382;0.3607;0.4820;G
1233;0.3340;0.6340;0.7582;0.4780;0.8340;F
560;0.0050;0.1060;0.0055;0.2020;0.0060;G
15000;0.3680;0.4680;0.2180;0.4227;0.6680;G
11600;0.2080;0.3080;0.4618;0.3693;0.5080;G
3000;0.2440;0.5440;0.6764;0.4480;0.7440;F
3000;0.1950;0.4950;0.6318;0.4317;0.6950;F
200;0.1992;0.3390;0.2173;0.2797;0.2390;G
460;0.1640;0.4640;0.6036;0.4213;0.6640;F
3000;0.2940;0.5940;0.7218;0.4647;0.7940;F
3000;0.4290;0.7290;0.8445;0.5097;0.9290;F
5;0.6800;0.7800;0.5300;0.5267;0.9800;G
184.9300;0.3417;0.2100;0.2100;0.3367;0.4100;G
350;0.2558;0.4070;0.2791;0.3023;0.3070;G
200;0.4550;0.5550;0.3050;0.4517;0.7550;G
11555.3000;0.6090;0.7090;0.8264;0.5030;0.9090;U
150359.5600;0.1083;0.2300;0.1182;0.2433;0.1300;G
;0.0350;0.1420;0.0382;0.2140;0.0420;G
5000;0.1375;0.2650;0.1500;0.2550;0.1650;G
5000;0.1375;0.2650;0.1500;0.2550;0.1650;G
5000;0.2083;0.3500;0.2273;0.2833;0.2500;G
32.6200;0.2308;0.3770;0.2518;0.2923;0.2770;G
0;0.0242;0.1290;0.0264;0.2097;0.0290;G
17590.7000;0.0142;0.1170;0.0155;0.2057;0.0170;G
1053632;0.0775;0.1930;0.0845;0.2310;0.0930;G
5000;0.3192;0.4830;0.3482;0.3277;0.3830;G
30527.6600;0.3517;0.2220;0.3836;0.3407;0.4220;G
;0.2917;0.4500;0.1500;0.3167;0.3500;G
3000;0.4580;0.7580;0.8709;0.5193;0.9580;F
200;0.6910;0.7910;0.5410;0.5303;0.9910;G
;0.3830;0.4830;0.2330;0.4277;0.6830;G
0;0.3792;0.2550;0.4136;0.3517;0.4550;G
1;0.5310;0.6310;0.3810;0.4770;0.8310;G
2167.2000;0.1742;0.3090;0.1900;0.2697;0.2090;F
0;0.5110;0.6110;0.3610;0.4703;0.8110;G
0;0.4890;0.5890;0.3390;0.4630;0.7890;G
4.2700;0.3640;0.4640;0.2140;0.4213;0.6640;G
105251.0100;0.3700;0.4700;0.2200;0.4233;0.6700;G
0;0.6150;0.7150;0.4650;0.5050;0.9150;G
295000;0.6400;0.7400;0.4900;0.5133;0.9400;G
2000;0.4150;0.5150;0.2650;0.4383;0.7150;G
322360.9000;0.0117;0.1140;0.0127;0.2047;0.0140;G
0.9600;0.2567;0.4080;0.2800;0.3027;0.3080;G
0.9600;0.2042;0.3450;0.0450;0.2817;0.2450;G
14.0100;0.1142;0.2370;0.1245;0.2457;0.1370;G
60886.1500;0.3460;0.4460;0.1960;0.4153;0.6460;G
17000;0.3417;0.2100;0.2100;0.3367;0.4100;G
55015.2700;0.3460;0.4460;0.1960;0.4153;0.6460;G
19708;0.0533;0.1640;0.0582;0.2213;0.0640;G
2400;0.1175;0.2410;0.1282;0.2470;0.1410;G
13505;0.0117;0.1140;0.0127;0.2047;0.0140;G
300;0.6130;0.7130;0.4630;0.5043;0.9130;G
25603.7700;0.2125;0.3550;0.2318;0.2850;0.2550;G
684;0.2833;0.4400;0.3091;0.3133;0.3400;F
25600;0.2270;0.3270;0.3270;0.3757;0.5270;G
219671.6900;0.0192;0.1230;0.0209;0.2077;0.0230;G
69671.6900;0.0717;0.1860;0.0782;0.2287;0.0860;G
157718.6200;0.2267;0.3720;0.2473;0.2907;0.2720;G
104884.6200;0.2267;0.3720;0.2473;0.2907;0.2720;G
23000;0.0633;0.1760;0.0691;0.2253;0.0760;G
0.8200;0.5320;0.6320;0.3820;0.4773;0.8320;G
;0.6770;0.7770;0.8882;0.9770;0.9770;U
5000;0.0292;0.1350;0.0318;0.2117;0.0350;G
16554181.8200;0.1233;0.2480;0.1345;0.2493;0.1480;G
;0.6900;0.7900;0.9000;0.9900;0.9900;U
;0.0833;0.2000;0.0909;0.2333;0.1000;G
52149;0.0600;0.1720;0.0655;0.2240;0.0720;G
;0.0242;0.1290;0.0264;0.2097;0.0290;G
1513;0.3733;0.2480;0.4073;0.3493;0.4480;G
1;0.0625;0.1750;0.0682;0.2250;0.0750;G
208937.3600;0.2560;0.3560;0.5055;0.3853;0.5560;G
4816.2200;0.4480;0.5480;0.2980;0.4493;0.7480;G
100;0.4880;0.5880;0.3380;0.4627;0.7880;G
104500;0.3970;0.4970;0.2470;0.4323;0.6970;G
.0100;0.4300;0.5300;0.6636;0.4433;0.7300;U
55000;0.2500;0.4000;0.1000;0.3000;0.3000;G
105980;0.0708;0.1850;0.0773;0.2283;0.0850;G
;0.6780;0.7780;0.5280;0.5260;0.9780;G
3000;0.4540;0.5540;0.3040;0.4513;0.7540;G
4808.8600;0.6810;0.7810;0.8918;0.5270;0.9810;U
103.1000;0.0333;0.1400;0.0364;0.2133;0.0400;G
100;0.6620;0.7620;0.5120;0.5207;0.9620;G
200;0.3980;0.4980;0.2480;0.4327;0.6980;G
55.8700;0.0792;0.1950;0.0864;0.2317;0.0950;G
700;0.5180;0.6180;0.3680;0.4727;0.8180;G
300;0.2275;0.3730;0.2482;0.2910;0.2730;G
;0.1850;0.3220;0.2018;0.2740;0.2220;G
95000;0.6910;0.7910;0.5410;0.9910;0.9910;G
8300;0.4580;0.5580;0.3080;0.4527;0.7580;G
2400;0.5800;0.6800;0.4300;0.4933;0.8800;G
4257.8300;0.2492;0.3990;0.2718;0.2997;0.2990;G
39;0.6570;0.7570;0.5070;0.5190;0.9570;G
85000;0.6800;0.7800;0.5300;0.5267;0.9800;G
536966.1200;0.3210;0.4210;0.1710;0.4070;0.6210;G
3000;0.0892;0.2070;0.0973;0.2357;0.1070;F
200;0.2275;0.3730;0.2482;0.2910;0.2730;G
5400;0.5300;0.6300;0.3800;0.4767;0.8300;G
;0.6930;0.7930;0.5430;0.5310;0.9930;G
0;0.3310;0.4310;0.4310;0.4103;0.6310;F
700;0.6910;0.7910;0.5410;0.5303;0.9910;G
11.7000;0.0800;0.1960;0.0873;0.2320;0.0960;G
0;0.5910;0.6910;0.4410;0.4970;0.8910;G
132793;0.1942;0.3330;0.2118;0.2777;0.2330;G
32750;0.6540;0.7540;0.8673;0.9540;0.9540;U
;0.5370;0.6370;0.3870;0.4790;0.8370;G
300;0.3442;0.2130;0.3755;0.3377;0.4130;G
700;0.6920;0.7920;0.5420;0.5307;0.9920;G
;0.1000;0.2200;0.1091;0.2400;0.1200;G
;0.0200;0.1240;0.0218;0.2080;0.0240;G
;0.0950;0.2140;0.1036;0.2380;0.1140;G
1200;0.0750;0.1900;0.0818;0.2300;0.0900;G
;0.1992;0.3390;0.2173;0.2797;0.2390;G
10;0.0667;0.1800;0.0727;0.2267;0.0800;G
500;0.0508;0.1610;0.0555;0.2203;0.0610;G
1;0.6810;0.7810;0.5310;0.5270;0.9810;G
0;0.3717;0.2460;0.4055;0.3487;0.4460;G
97.7500;0.6830;0.7830;0.5330;0.5277;0.9830;G
2500;0.2380;0.5380;0.6709;0.4460;0.7380;F
;0.3630;0.4630;0.2130;0.4210;0.6630;G
0;0.3980;0.4980;0.2480;0.4327;0.6980;G
12500;0.2833;0.4400;0.3091;0.3133;0.3400;G
;0.3820;0.4820;0.2320;0.4273;0.6820;G
0;0.4590;0.5590;0.3090;0.4530;0.7590;G
12400;0.1800;0.3160;0.1964;0.2720;0.2160;G
79000;0.6900;0.7900;0.5400;0.9900;0.9900;G
0;0.5390;0.6390;0.3890;0.4797;0.8390;G
8000;0.3480;0.4480;0.1980;0.4160;0.6480;G
;0.6470;0.7470;0.4970;0.5157;0.9470;G
5960;0.3040;0.4040;0.5491;0.4013;0.6040;F
129650;0.6920;0.7920;0.5420;0.9920;0.9920;G
155000;0.1050;0.2260;0.1145;0.2420;0.1260;G
129650;0.6940;0.7940;0.5440;0.5313;0.9940;G
3000;0.5780;0.6780;0.4280;0.4927;0.8780;G
60559;0.6000;0.7000;0.4500;0.5000;0.9000;G
40249.3200;0.2110;0.3110;0.4645;0.3703;0.5110;G
150;0.0983;0.2180;0.1073;0.2393;0.1180;G
3000;0.6370;0.7370;0.4870;0.5123;0.9370;G
0.1000;0.6110;0.7110;0.4610;0.5037;0.9110;G
3000;0.2920;0.3920;0.5382;0.3973;0.5920;G
19000;0.2490;0.5490;0.6809;0.4497;0.7490;F
500;0.4640;0.7640;0.8764;0.5213;0.9640;F
3000;0.6910;0.7910;0.5410;0.5303;0.9910;G
;0.6520;0.7520;0.5020;0.5173;0.9520;G
20500;0.6850;0.7850;0.8955;0.5283;0.9850;F
3000;0.6370;0.7370;0.4870;0.5123;0.9370;G
7;0.5600;0.6600;0.4100;0.4867;0.8600;G
;0.6740;0.7740;0.5240;0.5247;0.9740;G
7;0.6370;0.7370;0.4870;0.5123;0.9370;G
5;0.6870;0.7870;0.5370;0.5290;0.9870;G
1;0.4970;0.5970;0.3470;0.4657;0.7970;G
60599;0.6140;0.7140;0.4640;0.5047;0.9140;G
4437.3500;0.6140;0.7140;0.4640;0.5047;0.9140;G
35500;0.3990;0.4990;0.2490;0.4330;0.6990;G
33850;0.6910;0.7910;0.5410;0.5303;0.9910;G
293.2100;0.3980;0.4980;0.2480;0.4327;0.6980;G
1050;0.6700;0.7700;0.5200;0.5233;0.9700;G
1300;0.0267;0.1320;0.0291;0.2107;0.0320;F
12101.1800;0.5290;0.6290;0.3790;0.4763;0.8290;G
3000;0.6260;0.7260;0.4760;0.5087;0.9260;G
500;0.6410;0.7410;0.8555;0.5137;0.9410;U
100;0.4017;0.2820;0.4382;0.3607;0.4820;G
300;0.6850;0.7850;0.5350;0.5283;0.9850;G
4000;0.4100;0.2920;0.4473;0.3640;0.4920;G
174841.7000;0.2430;0.3430;0.4936;0.3810;0.5430;G
0;0.5530;0.6530;0.4030;0.4843;0.8530;G
500;0.6720;0.7720;0.8836;0.5240;0.9720;U
4437.3500;0.6610;0.7610;0.5110;0.5203;0.9610;G
;0.6900;0.7900;0.9000;0.9900;0.9900;U
35500;0.4890;0.5890;0.3390;0.4630;0.7890;G
200;0.3675;0.2410;0.4009;0.3470;0.4410;G
59549;0.6900;0.7900;0.5400;0.5300;0.9900;G
3582;0.6050;0.7050;0.4550;0.5017;0.9050;G
95000;0.5540;0.6540;0.4040;0.4847;0.8540;G
500;0.6720;0.7720;0.8836;0.5240;0.9720;U
1900;0.5950;0.6950;0.4450;0.4983;0.8950;G
3000;0.6620;0.7620;0.5120;0.5207;0.9620;G
95000;0.6290;0.7290;0.4790;0.5097;0.9290;G
;0.6910;0.7910;0.5410;0.5303;0.9910;G
500;0.6720;0.7720;0.8836;0.5240;0.9720;U
300;0.5710;0.6710;0.4210;0.4903;0.8710;G
10;0.3460;0.4460;0.1960;0.4153;0.6460;G
500;0.6720;0.7720;0.8836;0.5240;0.9720;U
128000;0.4890;0.5890;0.3390;0.4630;0.7890;G
700;0.6930;0.7930;0.5430;0.5310;0.9930;G
1400;0.6550;0.7550;0.5050;0.5183;0.9550;G
1500;0.3975;0.2770;0.4336;0.3590;0.4770;G
150;0.5750;0.6750;0.4250;0.4917;0.8750;G
35500;0.6420;0.7420;0.4920;0.9420;0.9420;G
500;0.6720;0.7720;0.8836;0.5240;0.9720;U
1400;0.6800;0.7800;0.5300;0.5267;0.9800;G
500;0.6900;0.7900;0.5400;0.5300;0.9900;G
17500;0.6850;0.7850;0.5350;0.5283;0.9850;G
4437.3500;0.6910;0.7910;0.5410;0.5303;0.9910;G
;0.5460;0.6460;0.3960;0.4820;0.8460;G
;0.5870;0.6870;0.4370;0.4957;0.8870;G
200;0.3600;0.2320;0.3927;0.3440;0.4320;G
1;0.5800;0.6800;0.4300;0.4933;0.8800;G
500;0.6720;0.7720;0.8836;0.5240;0.9720;U
8868.6500;0.3370;0.4370;0.1870;0.4123;0.6370;G
100;0.5750;0.6750;0.4250;0.4917;0.8750;G
25000;0.6070;0.7070;0.4570;0.5023;0.9070;G
100;0.6450;0.7450;0.4950;0.5150;0.9450;G
500;0.6740;0.7740;0.8855;0.5247;0.9740;U
;0.3917;0.2700;0.4273;0.3567;0.4700;G
100;0.6890;0.7890;0.5390;0.5297;0.9890;G
;0.6280;0.7280;0.4780;0.5093;0.9280;G
8000;0.6100;0.7100;0.4600;0.5033;0.9100;G
10;0.4730;0.5730;0.3230;0.4577;0.7730;G
30;0.6770;0.7770;0.5270;0.5257;0.9770;G
10;0.5980;0.6980;0.4480;0.4993;0.8980;G
10;0.6780;0.7780;0.5280;0.5260;0.9780;G
10;0.6800;0.7800;0.5300;0.5267;0.9800;G
0;0.2640;0.3640;0.3640;0.3880;0.5640;G
500;0.6740;0.7740;0.8855;0.5247;0.9740;U
25000;0.6630;0.7630;0.5130;0.9630;0.9630;G
129650;0.6920;0.7920;0.5420;0.5307;0.9920;G
67682;0.1083;0.2300;0.1182;0.2433;0.1300;G
33850;0.6910;0.7910;0.5410;0.9910;0.9910;G
0.7900;0.3917;0.2700;0.4273;0.3567;0.4700;G
1300;0.3120;0.4120;0.5564;0.4040;0.6120;F
3000;0.6810;0.7810;0.5310;0.5270;0.9810;G
80;0.3580;0.4580;0.2080;0.4193;0.6580;G
500;0.6740;0.7740;0.8855;0.5247;0.9740;U
800;0.6900;0.7900;0.5400;0.5300;0.9900;G
6900;0.2580;0.3580;0.5073;0.3860;0.5580;G
1870;0.6710;0.7710;0.5210;0.5237;0.9710;G
1400;0.6900;0.7900;0.9000;0.5300;0.9900;F
2436.9700;0.1542;0.2850;0.1682;0.2617;0.1850;G
500;0.6740;0.7740;0.8855;0.5247;0.9740;U
1265;0.6860;0.7860;0.5360;0.5287;0.9860;G
26000;0.4460;0.5460;0.2960;0.4487;0.7460;G
95000;0.6900;0.7900;0.5400;0.5300;0.9900;G
1;0.4130;0.5130;0.2630;0.4377;0.7130;G
3000;0.6800;0.7800;0.5300;0.5267;0.9800;G
800;0.0242;0.1290;0.0264;0.2097;0.0290;G
17910;0.6730;0.7730;0.5230;0.5243;0.9730;G
500;0.6740;0.7740;0.8855;0.5247;0.9740;U
;0.6830;0.7830;0.5330;0.5277;0.9830;G
99997;0.5420;0.6420;0.3920;0.4807;0.8420;G
50;0.6810;0.7810;0.5310;0.5270;0.9810;G
500;0.6740;0.7740;0.8855;0.5247;0.9740;U
2000;0.0333;0.1400;0.0364;0.2133;0.0400;G
1200;0.0067;0.1080;0.0073;0.2027;0.0080;G
0;0.6520;0.7520;0.5020;0.5173;0.9520;G
17910;0.6900;0.7900;0.5400;0.5300;0.9900;G
700;0.6920;0.7920;0.5420;0.5307;0.9920;G
3000;0.5310;0.6310;0.3810;0.4770;0.8310;G
43000;0.2970;0.5970;0.7245;0.4657;0.7970;F
3000;0.6120;0.7120;0.4620;0.5040;0.9120;G
3000;0.6770;0.7770;0.5270;0.5257;0.9770;G
;0.6450;0.7450;0.4950;0.5150;0.9450;G
800;0.6840;0.7840;0.5340;0.5280;0.9840;G
;0.3390;0.6390;0.7627;0.4797;0.8390;F
;0.1990;0.4990;0.6355;0.4330;0.6990;F
60;0.6950;0.7950;0.5450;0.5317;0.9950;G
1400;0.6870;0.7870;0.5370;0.5290;0.9870;G
500;0.6740;0.7740;0.8855;0.5247;0.9740;U
7500;0.0558;0.1670;0.0609;0.2223;0.0670;G
5000;0.3960;0.4960;0.2460;0.4320;0.6960;G
;0.4220;0.7220;0.8382;0.5073;0.9220;F
700;0.0433;0.1520;0.0473;0.2173;0.0520;G
500;0.6740;0.7740;0.8855;0.5247;0.9740;U
2000;0.6900;0.7900;0.5400;0.5300;0.9900;G
;0.6780;0.7780;0.8891;0.5260;0.9780;F
99997;0.6560;0.7560;0.5060;0.5187;0.9560;G
85000;0.3990;0.4990;0.2490;0.4330;0.6990;G
1000;0.3610;0.6610;0.7827;0.4870;0.8610;F
500;0.6740;0.7740;0.8855;0.5247;0.9740;U
95000;0.6900;0.7900;0.5400;0.5300;0.9900;G
500;0.6740;0.7740;0.8855;0.5247;0.9740;U
10;0.6800;0.7800;0.5300;0.5267;0.9800;G
0;0.6820;0.7820;0.5320;0.5273;0.9820;G
800;0.6920;0.7920;0.5420;0.5307;0.9920;G
;0.6090;0.7090;0.4590;0.5030;0.9090;G
25000;0.6910;0.7910;0.5410;0.5303;0.9910;G
1;0.6840;0.7840;0.8945;0.5280;0.9840;F
500;0.4860;0.5860;0.3360;0.4620;0.7860;G
500;0.6740;0.7740;0.8855;0.5247;0.9740;U
50495;0.6750;0.7750;0.5250;0.5250;0.9750;G
;0.4158;0.2990;0.4536;0.3663;0.4990;G
0;0.6750;0.7750;0.5250;0.5250;0.9750;G
500;0.6740;0.7740;0.8855;0.5247;0.9740;U
;0.6900;0.7900;0.5400;0.5300;0.9900;G
;0.0983;0.2180;0.1073;0.2393;0.1180;G
77000;0.0800;0.1960;0.0873;0.2320;0.0960;G
200;0.6550;0.7550;0.5050;0.5183;0.9550;G
300;0.6810;0.7810;0.5310;0.5270;0.9810;G
19498;0.6870;0.7870;0.5370;0.5290;0.9870;G
500;0.6760;0.7760;0.5260;0.5253;0.9760;G
100;0.6550;0.7550;0.5050;0.5183;0.9550;G
600;0.6770;0.7770;0.5270;0.5257;0.9770;G
2000;0.0425;0.1510;0.0464;0.2170;0.0510;G
500;0.6740;0.7740;0.8855;0.5247;0.9740;U
102.5200;0.6900;0.7900;0.5400;0.5300;0.9900;G
58000;0.1408;0.2690;0.1536;0.2563;0.1690;G
133;0.5060;0.6060;0.3560;0.4687;0.8060;G
;0.6590;0.7590;0.5090;0.9590;0.9590;G
500;0.5990;0.6990;0.4490;0.4997;0.8990;G
;0.4510;0.5510;0.3010;0.4503;0.7510;G
88;0.6130;0.7130;0.4630;0.5043;0.9130;G
14000.0700;0.0750;0.1900;0.0818;0.2300;0.0900;G
3000;0.2920;0.5920;0.7200;0.4640;0.7920;F
;0.6580;0.7580;0.5080;0.5193;0.9580;G
;0.0375;0.1450;0.0409;0.2150;0.0450;G
29100;0.3950;0.2740;0.4309;0.3580;0.4740;F
41500;0.3583;0.2300;0.3909;0.3433;0.4300;G
3000;0.3880;0.6880;0.8073;0.4960;0.8880;F
10;0.5440;0.6440;0.3940;0.4813;0.8440;G
3000;0.4710;0.7710;0.8827;0.5237;0.9710;F
15000;0.6900;0.7900;0.5400;0.5300;0.9900;G
;0.3433;0.2120;0.3745;0.3373;0.4120;G
2000;0.6920;0.7920;0.5420;0.5307;0.9920;G
1000;0.6730;0.7730;0.8845;0.5243;0.9730;F
;0.5380;0.6380;0.3880;0.4793;0.8380;G
4437.3500;0.6920;0.7920;0.5420;0.5307;0.9920;G
30;0.2533;0.4040;0.2764;0.3013;0.3040;G
;0.6000;0.7000;0.4500;0.5000;0.9000;G
2.2000;0.6810;0.7810;0.5310;0.5270;0.9810;G
1500;0.3433;0.2120;0.3745;0.3373;0.4120;G
27297.4400;0.1633;0.2960;0.1782;0.2653;0.1960;G
299000;0.6910;0.7910;0.5410;0.5303;0.9910;G
3000;0.6910;0.7910;0.5410;0.5303;0.9910;G
150;0.5560;0.6560;0.4060;0.4853;0.8560;G
150;0.6360;0.7360;0.4860;0.5120;0.9360;G
20;0.6900;0.7900;0.5400;0.5300;0.9900;G
650;0.6810;0.7810;0.5310;0.5270;0.9810;G
21000;0.2625;0.4150;0.2864;0.3050;0.3150;G
350;0.1150;0.2380;0.1255;0.2460;0.1380;G
150;0.6870;0.7870;0.5370;0.5290;0.9870;G
9800;0.4140;0.7140;0.8309;0.5047;0.9140;F
21000;0.2650;0.4180;0.2891;0.3060;0.3180;G
;0.6770;0.7770;0.5270;0.5257;0.9770;G
500;0.6530;0.7530;0.5030;0.5177;0.9530;G
500;0.6760;0.7760;0.5260;0.5253;0.9760;G
990;0.6920;0.7920;0.5420;0.5307;0.9920;G
100;0.6550;0.7550;0.5050;0.5183;0.9550;G
100;0.1042;0.2250;0.1136;0.2417;0.1250;G
3000;0.6820;0.7820;0.8927;0.5273;0.9820;F
24600;0.4042;0.2850;0.4409;0.3617;0.4850;F
12;0.6910;0.7910;0.5410;0.5303;0.9910;G
100;0.6790;0.7790;0.5290;0.5263;0.9790;G
35500;0.6820;0.7820;0.5320;0.5273;0.9820;G
900;0.2970;0.3970;0.5427;0.3990;0.5970;F
9500;0.6810;0.7810;0.5310;0.5270;0.9810;G
25000;0.6810;0.7810;0.5310;0.5270;0.9810;G
100;0.6770;0.7770;0.5270;0.5257;0.9770;G
1000;0.1708;0.3050;0.1864;0.2683;0.2050;G
1040;0.4370;0.5370;0.2870;0.4457;0.7370;G
1040;0.5630;0.6630;0.4130;0.4877;0.8630;G
50;0.2520;0.3520;0.5018;0.3840;0.5520;G
201.5000;0.6750;0.7750;0.5250;0.5250;0.9750;G
1040;0.6740;0.7740;0.5240;0.5247;0.9740;G
1040;0.6720;0.7720;0.5220;0.5240;0.9720;G
0;0.6900;0.7900;0.5400;0.5300;0.9900;G
5509.3000;0.4510;0.5510;0.3010;0.4503;0.7510;G
73;0.6760;0.7760;0.5260;0.5253;0.9760;G
2196.5500;0.2530;0.3530;0.5027;0.3843;0.5530;G
322000;0.5770;0.6770;0.4270;0.4923;0.8770;G
3.5800;0.2530;0.3530;0.5027;0.3843;0.5530;G
2200.1300;0.5270;0.6270;0.3770;0.4757;0.8270;G
12000;0.1675;0.3010;0.0010;0.2670;0.2010;G
201.7200;0.5770;0.6770;0.4270;0.4923;0.8770;G
50;0.6410;0.7410;0.4910;0.5137;0.9410;G
400;0.6900;0.7900;0.5400;0.5300;0.9900;G
50;0.6750;0.7750;0.5250;0.5250;0.9750;G
0;0.6480;0.7480;0.4980;0.5160;0.9480;G
15000;0.6550;0.7550;0.5050;0.5183;0.9550;G
106.1400;0.5840;0.6840;0.4340;0.4947;0.8840;G
500;0.6740;0.7740;0.5240;0.5247;0.9740;G
100;0.5680;0.6680;0.4180;0.4893;0.8680;G
300;0.5190;0.6190;0.3690;0.4730;0.8190;G
350;0.4050;0.5050;0.2550;0.4350;0.7050;G
100;0.6910;0.7910;0.5410;0.5303;0.9910;G
2210.7200;0.6820;0.7820;0.5320;0.5273;0.9820;G
2000;0.5930;0.6930;0.4430;0.4977;0.8930;G
2000;0.5350;0.6350;0.3850;0.4783;0.8350;G
260.1700;0.6740;0.7740;0.5240;0.5247;0.9740;G
100;0.6820;0.7820;0.8927;0.5273;0.9820;F
322000;0.6380;0.7380;0.4880;0.5127;0.9380;G
2000;0.6650;0.7650;0.5150;0.5217;0.9650;G
0;0.5380;0.6380;0.3880;0.4793;0.8380;G
322000;0.6840;0.7840;0.5340;0.5280;0.9840;G
200;0.6740;0.7740;0.5240;0.5247;0.9740;G
350;0.6690;0.7690;0.5190;0.5230;0.9690;G
43860;0.6790;0.7790;0.5290;0.5263;0.9790;G
2000;0.6750;0.7750;0.5250;0.5250;0.9750;G
63.2300;0.6500;0.7500;0.5000;0.5167;0.9500;G
3000;0.6750;0.7750;0.5250;0.5250;0.9750;G
2000;0.6530;0.7530;0.5030;0.5177;0.9530;G
1000;0.2730;0.5730;0.7027;0.4577;0.7730;F
1;0.4000;0.5000;0.2500;0.4333;0.7000;G
84706;0.2550;0.4060;0.2782;0.3020;0.3060;G
350;0.6800;0.7800;0.5300;0.5267;0.9800;G
15000;0.2880;0.3880;0.5345;0.3960;0.5880;G
88;0.5540;0.6540;0.4040;0.4847;0.8540;G
;0.6920;0.7920;0.5420;0.5307;0.9920;G
;0.6000;0.7000;0.4500;0.5000;0.9000;G
5000;0.6870;0.7870;0.5370;0.5290;0.9870;G
1;0.5510;0.6510;0.4010;0.4837;0.8510;G
23500;0.2600;0.3600;0.3600;0.3867;0.5600;G
